,title,precision,recall,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,XGBoost 100 features,56.94%,79.87%,0.85%,2.55%,25.85%,42.73%,0.51,0.16%,2.29,-0.13,-2.64,7.00,2.04%
