,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,Catboost 100 features,0.11%,-0.09%,4.80%,1.35%,52.52%,-0.05,-0.01%,-0.09,0.13,1.20,1.43,0.55%
