,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,RNN with attention,51.39%,-0.40%,2.29%,-9.22%,10.89%,-1.21,-0.11%,-1.80,-0.17,-4.00,16.00,4.55%
