,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,XGBoost 20 features,0.27%,0.59%,5.28%,11.89%,10.06%,0.78,0.09%,0.86,-0.21,-2.83,8.02,2.33%
