,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,Catboost 100 features,0.27%,-0.58%,6.55%,-13.26%,25.46%,-0.68,-0.16%,-0.93,-0.46,-3.98,15.86,4.79%
