,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,Naive Bayes,48.09%,-0.24%,3.29%,-6.69%,3.12%,-3.42,-0.07%,-1.01,-0.09,-1.74,3.04,0.90%
