,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,XGBoost 20 features,57.63%,1.64%,2.68%,51.38%,52.14%,0.91,0.33%,4.62,-0.07,-1.40,1.96,0.58%
