,title,precision,recall,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,RNN imbalanced classes,53.66%,73.68%,0.31%,4.38%,12.13%,25.95%,0.31,0.06%,0.88,-0.05,-0.99,0.98,0.08%
