,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,XGBoost + FinBert,56.63%,0.31%,4.12%,16.64%,41.11%,0.31,0.05%,0.86,0.11,2.62,6.89,0.55%
