,title,precision,recall,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,FinBert,58.93%,6.57%,0.62%,5.82%,32.16%,65.91%,0.43,0.11%,1.42,0.14,2.42,5.87,0.54%
