,title,precision,recall,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,Naive Bayes,44.52%,64.74%,-0.49%,4.34%,-19.56%,25.74%,-0.92,-0.12%,-1.94,0.18,4.02,16.18,1.24%
