,title,precision,weekly mean,weekly std,yearly mean,yearly std,SR,alpha,t(alpha),beta,t(beta),F-statistic,R-squared
0,RNN with attention,50.89%,-0.53%,3.75%,-11.51%,21.22%,-0.73,-0.15%,-1.85,-0.27,-4.91,24.14,6.70%
