,alpha
8472,1
5166,1
5955,0
839,1
11901,1
10773,1
6979,0
10178,0
5658,0
11524,0
14420,0
9721,1
12957,0
9406,1
9526,-1
4921,0
16893,-1
14637,1
9586,0
713,1
13394,-1
17542,0
16922,0
10890,1
12503,0
14421,1
6531,-1
197,0
5575,1
1531,1
9225,-1
4355,1
8644,1
14401,1
11365,-1
12243,0
6672,0
8005,-1
15762,1
4928,0
3455,0
778,-1
12667,-1
4603,1
8794,-1
7741,0
13512,1
17306,1
5517,0
10268,0
5448,1
2651,1
295,0
1502,-1
16234,1
17559,1
5352,0
10827,0
6560,0
17251,0
13784,1
6299,1
6155,0
12683,1
3098,1
8705,1
10424,1
10243,1
16776,1
17005,1
13667,1
7428,0
16439,1
1718,0
6945,0
2112,0
1803,1
10417,0
11856,1
5750,0
4584,-1
12632,0
9383,0
66,-1
13252,0
3010,0
4591,0
16019,1
7981,1
9865,1
1594,1
4419,1
5550,1
5246,0
989,1
9926,1
5929,0
14346,1
6462,1
9287,1
2816,-1
4736,0
2351,1
11269,0
3894,-1
779,1
11468,1
2756,1
4992,0
3870,1
8818,0
6268,1
2344,0
13472,-1
7688,1
10097,-1
9714,0
13410,1
4843,1
4495,1
8870,-1
8256,0
12515,1
16999,0
4910,0
3034,1
1017,0
110,-1
11193,-1
9545,0
11803,-1
237,1
17368,1
6346,-1
10548,0
12803,1
534,0
4089,1
10978,-1
14839,-1
2116,1
5113,-1
5288,0
8047,0
3048,1
4225,1
10456,1
15889,0
10636,1
4070,1
9977,0
16265,0
7475,-1
14585,0
14707,1
12071,1
11789,1
3986,1
7517,1
12050,0
9322,0
6869,1
9880,1
3183,1
13493,-1
4030,1
12090,1
6205,0
10013,1
10629,0
14049,0
14258,-1
15657,0
16381,0
7738,0
8453,1
11841,1
6307,1
2878,1
15600,0
5475,1
7811,-1
7831,-1
14061,-1
11941,1
13059,0
6167,1
16865,0
3729,0
42,1
4333,1
6362,-1
12545,0
2440,1
8201,1
12826,1
2863,1
11096,-1
4533,0
1219,-1
4822,0
7911,0
3392,0
6578,1
1212,0
3322,0
2128,0
7336,0
10439,0
11457,1
13133,1
10240,-1
670,0
15691,0
15025,1
15314,1
7301,0
8074,-1
10840,1
3686,0
16091,-1
869,-1
2019,1
17449,0
3216,1
14193,0
5308,-1
3750,0
4477,0
10949,0
6104,1
11107,0
5612,1
15282,-1
1535,0
14945,0
16850,1
15827,1
16251,0
4315,-1
6249,-1
233,-1
2525,0
4573,1
15081,-1
1424,1
5128,1
1386,1
13086,0
3600,1
2414,1
3405,1
4046,1
14161,0
12172,1
16077,1
9649,1
16410,0
8176,1
16122,0
2851,-1
17421,1
9994,0
5596,0
9107,-1
12028,1
10513,0
13931,-1
12271,1
14984,1
8496,1
17387,1
13881,1
6363,1
4952,0
2070,-1
5937,-1
16494,1
10559,1
6053,1
597,1
12242,0
421,-1
2407,1
124,-1
2564,1
13189,0
12550,1
17420,-1
9115,0
1852,1
7128,-1
9726,0
4665,0
1686,1
12531,0
5340,-1
11118,1
8415,1
901,0
2506,0
1440,1
10430,1
10966,-1
12611,0
14971,-1
17070,1
2874,0
259,0
13643,0
13096,-1
9804,-1
3373,1
13151,1
13233,-1
16133,1
15701,1
8612,-1
12971,0
11776,0
7222,1
619,1
14269,1
14821,0
10401,0
8097,0
1098,1
1874,1
14248,-1
13258,0
1345,1
13635,1
7307,1
6209,-1
10563,0
2828,-1
6118,-1
5194,-1
9548,-1
5664,0
9465,1
9376,-1
10139,0
7510,0
7576,0
1572,0
4003,1
7636,0
6403,0
16939,1
4292,0
7492,0
8680,0
10594,0
2665,1
16643,0
13552,1
8521,0
8600,0
11470,1
10168,0
6397,0
2212,0
14279,-1
8312,0
17548,-1
10053,0
7513,0
5227,0
514,1
5177,1
9296,1
7623,0
8981,0
14213,1
7955,1
15776,1
1767,0
15153,1
14286,1
7155,1
13336,1
13972,1
8591,0
4097,1
14740,0
4430,1
6812,0
15481,1
5802,1
9020,1
16074,1
15661,1
12324,-1
10891,1
16126,-1
845,0
14292,1
4868,-1
1729,-1
15583,-1
15133,1
4655,-1
3821,1
17058,0
2166,0
156,1
6796,0
8722,0
12283,1
8178,1
12624,1
1716,1
7926,0
13040,-1
4232,0
6291,-1
4602,0
6989,0
16843,1
13223,0
12353,0
8377,-1
1053,1
9058,0
5794,1
2888,0
14758,1
12725,0
9817,-1
17437,0
8327,0
10975,1
8315,-1
8215,0
14137,1
1648,0
11993,1
8856,0
5555,0
6622,0
11753,1
7851,0
5558,0
3403,0
11786,0
8236,1
14471,1
1532,1
16430,1
1727,0
15308,1
8383,0
8397,0
8227,-1
5057,1
14524,1
15592,1
6699,1
4926,0
2787,-1
16140,0
7293,1
11040,0
8519,0
5406,0
9039,0
14289,1
4634,1
8255,-1
10304,1
2932,-1
14203,-1
11525,0
11942,1
17023,0
16364,1
12493,1
12010,0
10236,0
5490,0
13471,-1
16974,1
105,-1
14869,1
14112,0
807,-1
2623,1
5349,0
3950,1
7606,0
8290,0
9515,0
5839,0
15206,-1
13832,0
3077,0
416,0
4564,1
6494,0
3796,1
17239,0
2198,0
15002,1
10654,1
11733,1
14991,-1
10212,0
12118,0
954,1
1732,1
6028,0
2640,-1
5363,0
15089,-1
13424,0
13515,0
9478,1
8430,1
15395,0
14474,1
6035,1
13683,0
13307,-1
2347,0
8523,-1
16650,0
6377,0
445,1
8467,-1
4949,0
8745,0
4173,1
13464,-1
2200,-1
9138,1
5024,0
11093,0
13947,1
13285,0
16349,1
1180,1
3734,1
8696,0
4113,1
6740,0
17146,1
12810,0
652,1
17129,1
10763,0
13041,0
4436,1
8257,0
112,-1
349,0
12338,1
10182,1
6264,0
16038,0
16102,1
14027,0
14499,0
17324,1
12087,1
10784,0
15094,0
8095,0
9497,0
2465,0
2073,-1
12022,1
5718,-1
2675,-1
12425,0
11175,0
1354,-1
2930,1
7372,1
5535,0
15757,1
13215,-1
14149,0
6684,0
13358,0
7048,-1
7543,1
4525,0
17192,1
9360,1
11188,-1
14163,1
15100,0
4366,1
2025,0
14519,0
15937,1
16266,0
12798,0
5179,0
16615,1
2336,0
11198,0
16137,-1
546,1
16632,0
12270,0
1581,0
663,1
6047,0
8808,-1
4010,1
347,1
2866,1
10529,0
14541,0
13724,1
93,0
2781,0
2983,1
15764,1
268,0
9811,1
829,0
12413,0
8161,0
16148,1
16657,1
10339,0
15952,0
10600,1
12998,0
8420,0
7051,1
4808,0
6891,0
14224,1
271,0
10770,1
16167,-1
3468,-1
3474,-1
6059,0
1550,0
5259,0
15506,1
5419,1
6825,0
2359,1
5841,1
4869,0
1337,-1
16989,1
427,1
12468,0
855,1
12719,0
9475,0
9374,0
1569,0
9120,0
14306,0
7271,1
8691,0
13025,-1
9873,0
13820,1
15942,-1
13257,-1
8233,0
15696,1
2209,0
15850,0
12272,1
16464,0
17386,1
10197,-1
12310,-1
992,-1
11283,1
8896,0
5041,1
5541,1
5542,0
5562,0
15410,1
498,-1
1457,-1
4012,1
15935,-1
16177,-1
17016,-1
7533,-1
14475,-1
13888,1
5933,0
14626,1
117,1
15396,0
9919,0
75,0
7277,1
4441,0
14121,0
15388,1
17115,0
17188,0
15526,1
2978,0
7570,0
7920,0
5391,0
5377,1
9477,1
17460,-1
14768,1
2709,1
16622,0
1026,-1
13566,-1
12656,0
9271,0
4128,1
10289,0
8689,0
3648,0
11905,1
2312,0
1964,0
16082,0
13004,0
12698,1
2911,0
17176,1
17091,-1
16109,1
1962,1
12235,1
8606,0
15148,0
796,1
2807,1
9594,0
12741,1
15631,1
16889,1
4024,1
8972,1
15035,1
3051,1
4203,-1
3932,1
13605,1
16790,0
15797,1
11372,1
9232,1
15328,-1
3437,-1
11507,0
11413,1
2702,0
9574,0
4049,1
15368,1
8750,0
4572,0
7592,1
14616,1
223,1
11652,0
6855,0
15453,1
1174,0
11356,0
17534,0
13843,0
14534,0
11585,1
14236,1
7987,1
17325,0
13000,1
12731,1
7319,-1
1471,1
8300,0
3371,1
7315,0
17506,1
13235,1
9813,0
15372,1
9818,0
11011,1
7993,1
13160,1
864,1
16350,-1
10703,0
17040,0
13348,0
16772,1
2723,-1
5184,-1
17179,1
5634,0
119,1
7566,1
589,1
7788,0
17379,1
13057,0
6031,1
10867,1
7894,1
6579,0
7248,0
3153,0
12005,-1
17581,-1
11744,1
10589,1
4971,1
4184,1
12875,0
13194,1
96,1
13555,0
15603,1
16344,-1
876,1
5108,1
15686,1
13746,1
14925,-1
321,1
708,0
9979,-1
6301,1
16987,1
2323,-1
16267,0
15007,0
2401,1
5706,1
2802,1
5648,-1
15390,0
2615,0
8085,0
11673,1
17131,1
1750,0
6250,-1
17524,1
1593,0
9644,1
16383,-1
14018,1
2163,0
5206,-1
9769,1
8150,0
2229,1
15430,0
15978,1
15135,0
3998,0
14259,1
10451,1
14001,1
1553,1
8167,-1
14848,-1
3231,1
3087,-1
4936,0
11420,-1
4411,0
8702,0
17395,1
3893,1
6520,-1
11374,1
8997,-1
1971,0
15067,-1
17402,0
9956,0
15568,0
6902,1
16823,1
5218,0
11559,-1
7306,-1
3718,0
13279,-1
10397,0
16718,-1
14453,1
5782,0
11487,1
10611,1
16800,1
12321,-1
16275,0
10245,0
11239,0
13767,1
3236,1
7379,0
5530,0
12459,0
10597,0
12458,0
1734,1
6101,1
11106,1
8144,1
9045,1
10115,1
10156,0
13689,1
15908,0
14363,0
5587,0
9350,1
7265,0
183,0
4604,1
1510,0
7422,0
17236,1
10997,0
12759,0
4228,1
5499,0
13910,0
10291,1
9236,0
3349,1
15695,1
11504,1
13193,0
384,1
6821,0
5332,0
13226,1
17336,1
6893,-1
7733,1
13080,0
8384,1
491,0
6738,0
6570,1
13663,0
17447,0
14081,1
3050,0
1128,0
17577,-1
6926,1
9086,1
3331,0
1943,0
3073,0
10204,1
12395,-1
1018,0
7404,1
15065,0
13664,1
11003,1
6652,1
12405,1
9454,0
11338,0
5422,0
2738,0
7601,0
10492,0
7400,1
5570,1
11951,0
14689,0
2897,0
7032,1
7488,1
21,-1
3857,1
11071,-1
17248,0
12346,1
5040,0
5688,1
198,1
12996,0
12007,0
1339,-1
1417,0
7360,-1
4283,1
17466,-1
2875,1
3123,1
16099,0
5979,1
15166,1
15442,0
5431,1
17096,-1
7691,1
352,0
16877,0
388,0
2881,-1
13278,1
1400,0
13871,1
17575,0
4588,0
12899,1
2715,1
12209,-1
15189,0
10041,1
5554,-1
11904,1
2467,1
7377,1
10940,0
8616,0
16245,0
16223,1
9952,0
8710,1
7456,-1
5118,1
17123,-1
9682,1
14943,1
16385,0
13584,0
11402,0
3273,1
8768,0
4676,1
2763,1
6292,0
7716,1
13608,0
7455,-1
6371,-1
15510,-1
3807,1
1541,0
16521,-1
6706,0
16555,0
9204,0
9034,0
10973,1
12089,1
14004,1
5614,0
8814,-1
12066,1
16495,0
4679,0
1323,0
1651,1
8283,1
7641,0
11248,0
11717,1
17066,1
13338,0
1266,-1
14955,0
17111,-1
8271,0
16370,1
9161,1
11013,1
12843,0
14105,1
8128,-1
10462,0
7262,1
11765,1
16899,1
16700,0
9788,1
6676,1
10058,0
14067,0
17150,1
16508,1
16513,-1
1280,1
11349,1
12123,-1
1283,1
7305,1
16938,-1
11583,1
10606,0
3258,1
4380,1
974,0
7791,1
17516,0
11748,1
13545,1
5603,0
1987,1
2317,1
2126,1
9242,-1
4619,1
372,1
8240,0
180,1
13014,-1
10846,1
16296,1
5217,0
138,-1
928,-1
4618,0
11671,-1
2924,0
7600,0
196,0
6497,1
2214,-1
9643,0
5799,1
5430,1
6725,0
5275,1
6671,-1
4532,-1
601,1
14882,1
14132,-1
10155,0
13294,0
3364,1
2282,0
5853,-1
1515,-1
7528,-1
14006,0
10160,-1
4762,1
14339,0
15934,1
12699,1
10180,0
6990,-1
2902,1
17033,1
8832,1
8520,-1
1100,1
11076,1
5091,-1
8918,0
12023,1
12477,0
11280,0
3219,0
1615,1
14078,0
3881,0
13129,1
2784,-1
16476,0
12845,1
7803,0
16684,0
17385,0
808,1
2230,0
5976,0
10991,1
5438,0
10131,-1
6372,-1
4897,-1
8510,-1
3124,1
13293,1
13333,0
7434,0
15050,0
4506,-1
14320,0
280,0
16307,1
17030,0
4434,1
16366,1
2205,0
8826,0
2972,0
4325,0
2288,0
1564,1
8270,0
4742,0
17407,1
6109,1
1298,0
15697,0
12570,1
3987,1
13827,1
15800,-1
8901,1
16754,1
1681,1
7210,0
5931,0
3804,1
13072,1
16777,0
13477,1
1481,0
11010,0
6061,1
12924,-1
2093,1
7537,1
3304,0
309,1
171,1
10293,1
16909,1
9346,0
10436,1
1071,0
8447,0
10188,1
16831,0
16497,1
591,-1
6618,-1
3062,1
15085,1
7445,1
3630,0
10753,-1
6394,1
17322,1
14276,1
9797,1
10443,0
3211,1
15646,0
11325,0
7609,0
10772,-1
15853,-1
16006,1
6943,0
17268,1
3616,-1
1675,-1
2049,1
12548,1
4456,0
8640,0
5120,1
7885,0
3463,1
557,0
13470,-1
15095,0
12057,0
11366,1
7014,1
13860,1
7617,0
10579,0
16058,1
1478,1
10480,0
7417,0
910,0
14332,0
13991,1
16236,1
1792,0
9402,1
14980,0
6266,-1
6806,-1
1848,1
6409,1
14638,1
14375,-1
3926,1
11252,1
6718,1
10078,-1
1801,0
4147,0
16270,1
14155,-1
5366,1
4593,1
2843,1
9064,0
12944,0
266,-1
5038,-1
17538,0
10345,0
3598,-1
8490,0
12530,-1
12054,1
7124,-1
4623,1
13250,0
1589,1
17335,1
4947,-1
11476,1
1894,1
13438,1
11888,1
15791,0
9980,1
14783,-1
16388,0
17406,0
14649,-1
10793,0
9642,0
13915,0
9693,0
188,1
17273,-1
9890,0
73,-1
14405,1
5339,1
8969,1
13469,0
3279,0
5143,1
12682,0
7192,-1
7756,1
15727,0
8263,0
16108,1
12990,0
3528,0
4698,1
10625,0
8158,1
8868,0
11069,-1
15999,-1
8333,-1
15424,0
12138,-1
14828,0
14994,0
3113,0
12221,0
11281,-1
13136,1
3264,1
4820,1
15391,-1
6678,0
5397,0
4956,-1
10762,0
14809,0
1776,0
17095,0
3977,1
16285,-1
5784,1
554,1
12655,1
5225,1
9820,1
4267,1
5061,0
8081,1
3916,1
9518,0
13243,1
17118,0
17243,-1
11090,1
6086,1
9901,0
3208,0
2682,0
7432,-1
9902,0
10179,0
2867,0
9646,0
6920,1
14947,1
16394,0
4576,0
17081,1
9757,0
4657,0
12879,-1
8540,0
10196,-1
3517,-1
14965,1
3928,1
3193,1
2961,1
13500,0
4276,-1
15498,1
1901,0
3213,-1
9270,0
4088,0
5988,0
4155,1
12108,0
246,1
7268,-1
12322,1
9385,-1
3441,1
9050,-1
16397,-1
13856,-1
8829,-1
6519,0
11826,0
8129,0
853,1
3200,0
5213,0
11153,1
11123,1
5379,0
11790,0
13126,-1
12013,0
10958,0
15843,-1
13805,-1
2674,1
11902,-1
12693,1
5595,0
15144,0
9173,1
12198,0
6438,-1
13391,-1
1142,0
1373,1
14141,1
263,1
1719,0
13097,1
3384,1
790,-1
4548,1
1808,1
499,0
173,1
10882,1
8671,0
10382,0
12256,1
13009,0
5491,1
2557,1
16520,-1
7259,0
13955,1
8623,1
2017,1
13927,-1
4259,0
16730,1
8703,0
11742,-1
17048,1
13183,0
8921,1
5060,0
13170,0
11389,1
5927,0
10857,0
12814,0
2657,0
6081,-1
10586,1
15782,1
12286,0
2876,1
7660,1
6522,1
11972,0
8968,1
7895,0
10610,-1
13702,1
11036,1
9620,1
11352,0
10146,0
7827,1
8371,0
5056,1
16490,1
11022,1
7858,0
9591,0
2411,1
3656,0
2575,1
817,1
1313,0
17568,1
3064,-1
16956,1
3263,-1
14075,-1
7223,0
12939,0
14940,0
12170,0
13712,-1
6278,0
1261,1
14923,0
533,1
4927,0
16547,0
11274,-1
10149,0
11399,0
5631,1
16139,1
5015,0
678,1
6276,-1
1834,1
7070,1
5915,1
8316,-1
10598,1
13671,-1
12168,1
12260,1
11761,0
2298,1
5906,-1
2584,1
4303,1
5879,-1
17301,1
2284,1
2809,1
13104,0
15958,1
11982,-1
12176,1
7829,-1
16092,1
15877,1
628,1
4502,0
14728,1
17147,0
8816,0
16469,1
2734,-1
4693,0
11797,0
308,0
14358,0
15127,0
7405,0
14234,1
4578,-1
2643,0
14182,-1
5385,1
8648,0
772,0
15768,0
15447,1
11105,0
7232,0
12119,-1
11634,0
475,-1
7328,1
3376,1
12093,1
14601,-1
5617,1
159,-1
9021,0
12883,0
17086,1
5191,0
10398,1
644,0
6178,1
14345,0
13726,0
7160,1
17484,0
10241,0
13548,1
7043,0
2210,0
11199,-1
1285,1
16773,-1
1063,1
15281,0
4696,0
11277,1
13110,-1
16729,-1
9032,1
15086,-1
4646,1
5700,0
9188,0
6502,-1
698,0
15667,-1
8721,0
6324,0
12305,0
11097,-1
655,1
2599,0
5769,0
5346,0
9226,0
8767,0
8874,0
12890,-1
16941,1
14092,1
3666,1
2810,1
6351,0
6641,0
5642,1
14523,1
6204,1
6043,0
10494,0
14981,1
9195,0
9152,1
15985,0
4164,0
12328,0
1559,0
15164,-1
16264,1
15996,1
15546,0
11450,0
769,0
15373,-1
8053,-1
8217,0
9447,0
9849,0
10945,0
5800,1
6176,0
97,1
2044,0
1404,1
2780,1
7670,1
12714,1
15195,0
6955,1
12430,1
7496,0
17060,1
2790,1
2834,1
6099,-1
13594,1
3005,-1
12984,0
10847,-1
8276,1
1075,1
14383,1
14985,1
14232,0
12048,-1
8840,1
8930,0
14124,-1
1496,1
5486,0
5564,0
2529,0
9963,1
6594,0
3812,0
1324,1
16603,1
8301,0
16531,-1
5990,0
12356,1
2042,0
14544,1
17008,0
14169,1
7671,1
13909,1
16096,0
15710,1
7247,0
8045,0
17138,0
8626,1
14711,0
14064,1
1854,0
8598,1
12403,1
8935,1
6460,0
5401,0
10870,0
16427,1
9001,-1
13654,1
9694,-1
16314,1
13940,1
10639,1
8761,0
414,-1
1255,1
2289,1
11782,-1
12695,1
11684,0
16418,0
9422,0
6010,1
7387,1
5687,1
12131,1
10845,0
9003,-1
8888,-1
7856,0
2785,0
8359,0
14102,1
3012,1
3824,0
11433,0
9221,-1
8298,0
875,1
5495,1
13958,0
4993,0
9410,-1
11910,0
9575,0
11925,0
6775,0
12533,-1
1728,1
9773,0
6354,1
1309,-1
14015,1
5762,1
4138,-1
5669,0
927,0
3924,1
5910,1
12968,1
12481,1
15255,1
6510,0
16552,0
7754,1
968,0
5330,1
5478,0
1773,0
11779,1
7558,-1
6386,0
16983,-1
6574,1
15134,1
14393,0
7392,0
602,-1
16138,1
15815,1
12103,0
16984,0
14308,-1
7569,0
17044,-1
7516,-1
7175,-1
1459,0
6137,0
4446,-1
6405,0
8811,0
5071,-1
15722,1
6807,0
17017,-1
16934,1
6286,0
11865,0
4287,1
12200,1
10100,0
5577,0
1048,0
15538,1
2726,0
1760,0
15885,1
14411,0
2830,1
2349,0
2036,1
15110,0
11658,-1
13413,1
8912,-1
2885,1
9353,1
13944,0
15734,-1
5968,0
2089,-1
9281,0
12323,1
1375,1
5817,0
6006,-1
13880,-1
10002,0
14902,0
92,0
13755,1
8846,0
11406,0
15854,1
14565,-1
8505,0
15939,0
134,1
6600,0
16030,1
2759,0
859,0
14564,0
2338,0
12729,-1
13824,-1
14040,0
1898,0
6937,-1
6647,1
10086,0
11771,1
2695,0
4015,1
14225,0
6427,-1
2186,1
408,0
6597,0
3366,-1
626,1
6057,1
10777,0
2915,-1
1683,-1
13660,1
13191,1
8018,1
2767,-1
872,0
1035,1
10270,0
6639,0
8250,0
1262,1
9884,-1
4914,0
6241,0
15304,1
13046,1
1634,0
10648,-1
12520,1
1544,0
861,0
14142,1
7639,1
14287,0
12327,1
12614,1
6687,-1
1347,-1
12669,0
13946,1
9775,0
2950,1
1427,1
512,-1
396,1
3133,1
4186,0
14214,0
3253,0
2,-1
13195,0
1931,0
616,1
6389,0
7795,-1
1853,1
15370,1
595,0
1996,1
492,1
12692,0
3082,0
3458,1
10107,0
14277,1
15860,1
9751,0
3312,1
10800,-1
13182,1
2735,-1
11590,0
5361,0
11138,1
17282,1
16389,0
11576,1
9706,0
15984,1
17071,-1
13038,0
2335,1
13249,0
1846,-1
12976,1
3651,0
9944,0
12421,1
14901,0
12661,0
4377,1
8928,0
7658,-1
12181,-1
13650,1
14442,1
16688,1
10255,1
13750,1
12497,1
10015,0
11275,0
132,0
14190,1
14500,0
13008,0
3948,0
11203,0
15463,0
15485,-1
11073,1
9157,0
15683,-1
8372,0
5792,0
1145,1
6758,-1
964,1
3856,0
15265,1
11741,0
3170,0
16090,0
12475,1
12211,1
6752,1
13301,-1
4319,0
7883,1
8354,1
17311,1
4002,1
2082,0
10758,0
6343,1
14853,0
8733,1
5900,0
3188,1
515,1
12340,-1
8009,0
12471,-1
13546,1
5729,0
4878,0
9437,0
1218,0
10449,0
16607,0
1957,0
2162,0
11264,-1
8404,1
17567,1
4650,1
13633,-1
17258,1
6983,0
15109,-1
11946,1
14422,-1
14885,0
4045,0
2028,0
13652,-1
1891,0
10889,1
9631,1
2144,1
15444,0
12929,0
10831,1
16316,-1
6237,1
9284,0
17314,1
12155,-1
680,1
5164,0
7325,0
14178,1
6186,1
14770,-1
8812,0
12526,1
962,1
5531,-1
8707,0
1281,1
57,-1
10609,-1
9027,1
10695,1
5147,0
10343,0
7036,-1
1468,0
15898,0
3871,1
2023,1
6816,0
6102,1
8419,0
11514,1
6133,0
13509,1
4644,0
13051,0
502,0
16896,-1
16833,1
14746,-1
6141,0
6283,1
6813,0
8719,1
9312,0
2124,0
485,-1
11294,-1
16073,0
2664,1
4135,0
1833,0
17443,0
3895,1
12110,0
14208,1
17474,1
7226,0
15718,0
11383,-1
10125,0
3228,0
15974,0
15417,-1
12349,1
13723,-1
17528,0
5991,0
15479,1
4162,-1
5958,0
4989,0
1494,-1
14083,1
6653,-1
15560,0
5832,-1
3635,0
2492,-1
14312,1
1723,-1
10466,-1
7557,0
14488,1
2728,0
5852,-1
52,1
2639,1
15276,0
2094,1
8672,0
15261,0
15597,-1
12878,-1
15277,-1
5350,0
14620,0
10628,-1
8592,-1
12435,1
7278,-1
17126,1
7753,-1
9004,-1
3325,-1
9094,-1
5209,1
10414,-1
16567,-1
12326,0
6743,0
9251,0
12920,0
12593,1
1272,-1
1014,0
12040,1
3255,0
1176,1
4800,-1
14204,0
2636,1
4915,1
9441,1
8576,1
3699,-1
14820,1
11230,1
15042,-1
1165,1
2141,-1
12152,0
468,0
16159,0
1889,0
13505,-1
17428,1
7086,0
6954,0
16561,-1
7435,0
14606,0
2826,1
3832,-1
5211,0
8976,1
16250,0
1058,1
3357,-1
13271,1
11311,0
14826,1
5601,-1
15167,-1
12660,-1
2903,0
6439,0
6027,1
11735,0
11099,-1
316,0
11276,1
17328,0
14977,0
3601,1
1144,-1
13217,1
6302,1
16123,1
14607,-1
13583,1
752,-1
11394,1
1870,-1
10919,1
6434,0
3093,0
82,0
7321,1
16801,1
10833,-1
8387,0
4866,0
6119,0
11057,1
6472,0
4671,0
203,1
13434,1
9816,0
12230,1
77,0
13081,1
10869,0
9228,1
8138,0
9794,1
3946,0
16290,0
15638,1
14171,0
11316,1
16298,1
2539,-1
7381,-1
14883,-1
10568,0
3287,1
2216,1
7185,1
16079,1
2841,1
13093,1
7330,0
329,1
4392,-1
9272,1
12280,0
843,-1
3555,1
9987,0
9176,1
4059,0
10211,0
11201,1
578,0
11405,-1
11085,0
6544,-1
13526,1
5006,0
16942,1
10381,1
714,-1
16836,1
10690,0
5365,-1
1932,0
7790,1
11424,1
6609,0
9651,1
3858,1
1503,-1
3299,0
11110,-1
13764,-1
17228,1
14939,1
2173,0
17512,1
4760,0
3843,1
9936,0
13442,-1
5609,0
11939,1
14644,0
9122,1
15079,1
12602,0
12646,1
2413,1
6190,0
2761,1
8241,-1
10467,1
14710,1
5370,-1
13981,0
14440,1
868,0
12240,1
16988,1
3951,-1
7736,0
8361,0
9507,-1
11027,0
6631,1
1473,1
3823,0
4514,1
5965,0
4761,1
10743,0
12664,1
9193,0
5289,0
5914,0
12139,0
14873,0
13544,1
16848,1
6540,-1
12215,0
7313,1
10744,1
11452,1
11602,0
7033,0
3493,0
1976,0
16704,1
3875,0
11724,-1
2906,1
11079,0
14192,-1
5193,1
7187,1
641,1
13149,1
14543,1
2386,1
10337,0
7704,-1
10216,0
1794,1
9111,0
11381,0
2486,0
10119,0
2974,0
17235,0
8873,0
15477,1
15415,0
2412,0
8779,1
14815,-1
9698,1
5678,-1
17556,-1
863,0
17037,-1
14026,1
8437,0
949,-1
14249,1
5342,1
13078,-1
16923,-1
12058,1
4328,0
14752,-1
7119,1
7778,0
4034,-1
3979,-1
11948,0
8146,1
12457,-1
15106,0
12427,1
10192,0
10962,1
6617,0
15895,0
149,0
202,-1
10055,0
1687,0
11600,0
14792,0
9913,0
9966,1
3317,-1
3687,1
1691,1
5650,-1
9412,0
15977,1
14954,1
5393,-1
12125,1
5566,1
2202,0
14125,-1
1701,-1
307,1
8949,1
3973,1
12183,1
1126,-1
13622,-1
16545,0
7595,-1
14217,1
14175,0
501,-1
17410,0
7837,0
3958,0
8548,0
14090,1
15039,-1
9853,-1
16023,0
12269,0
11,0
13790,0
14858,1
15460,1
13054,1
1713,1
7495,1
9354,-1
9809,1
4001,1
2134,1
13731,1
